itemId,rating,review_text,review_date,source,sentiment_label
105953228,1,Nice product,26 Feb 2024,daraz,negative
136740311,2,Product is nice but it seems like already unselaed and the box is also fully teared. The shoe is like ok but not exaclty like the picture. The main problem is metal badge is not there in shoe.,06 Apr 2026,daraz,negative
136740311,2,"I was not expected that daraz will do that ,because I got my parcel but inside it's look like already used type. I ordered Nike but I got Mike",13 Nov 2025,daraz,negative
136740311,1,Giod and high quality as my dressing and look very nice and the shoes good as price,14 Oct 2025,daraz,negative
136740311,1,"The price isn't discounted it's an strategy, isn't happy with the quality.",31 Mar 2025,daraz,negative
136740311,2,herda tw ramrai dekinxa kati tikxa aaba heram,19 hours ago,daraz,negative
136740311,1,price anusar ramro 🫣 fast delivery in 1 day,04 Feb 2026,daraz,negative
136740311,2,delivery not good,30 Sep 2025,daraz,negative
136740311,1,Aagadi bata dhago niskiyako raixa aani 43 vanako 42 size xa,30 Mar 2026,daraz,negative
136740311,2,The shoes has yellow stain at the surface,19 Sep 2025,daraz,negative
136740311,2,nice quality with affordable price,23 Mar 2026,daraz,negative
136740311,1,not satisfied with the product ....,2 weeks ago,daraz,negative
136740311,1,used shoes veey bad condition,25 Apr 2026,daraz,negative
136740311,1,return garnu paryo,22 Sep 2025,daraz,negative
136740311,1,Quality average,18 Nov 2025,daraz,negative
136740311,1,not satisfied,26 Jun 2025,daraz,negative
136740311,1,not good,26 Feb 2026,daraz,negative
104194098,1,"what i order what i got and your are prmoting business via daraz
same same",18 Feb 2023,daraz,negative
104194098,1,"i ordered large size , so according to the size chart they given, they should have send me the tshirt with 42 inch as chest size. but they send me tshirt with 40 inch chest size which is the size for medium. so it didnt fit me properly.",13 Nov 2022,daraz,negative
104194098,1,"Qualty for price is fine but delivering incorrect product is not a good practice. i ordered buddha and received marshmellow print, only adding to the headache of return. Alao size ordered was XS and got delivered large size. what is it point of flash sale selection if this in not maintained. too disappointing.",16 Oct 2020,daraz,negative
104194098,2,"poor quality,  black vest becomes dis colour after 2-3 wash. please provide good quality",24 Oct 2021,daraz,negative
104194098,2,size thulo aayo XXl magako arkai size ko aayo this is not fair hai,22 Apr 2021,daraz,negative
104194098,2,I asked for XS size..  But it's very big. 😞,25 Feb 2021,daraz,negative
104194098,1,size different cha 40 pani thulo vayo,25 Mar 2022,daraz,negative
104194098,2,Quality of fabric is not so good.,13 Nov 2020,daraz,negative
104194098,1,Worse quality cloth.,25 Nov 2022,daraz,negative
104194098,1,One time use only…,09 Oct 2022,daraz,negative
104194098,1,Not as upload pic,17 Mar 2023,daraz,negative
104194098,2,Don't know,31 Jul 2024,daraz,negative
104194098,2,the quality of the vest is nice same as showed in picture but I am disappointed with the delivery because it's late for 1 days and also delivered in wrong time because that's time was my coaching time,04 Jul 2023,daraz,negative
104194098,1,very long T-shirt,16 Jul 2024,daraz,negative
104194098,2,Thikai cha yati ko,12 Jul 2024,daraz,negative
104194098,1,yateko price ma tekai ho but i don't like,02 Feb 2024,daraz,negative
104194098,1,very bad quality 😔 very disappointed ☹️,12 Dec 2023,daraz,negative
104194098,1,very bad quality,20 Mar 2024,daraz,negative
104194098,1,"sano size pathako raixa
xl bhaneko jhan",29 Sep 2023,daraz,negative
104194098,1,Very poor,13 Jan 2021,daraz,negative
104194098,1,Quality is little low😭,08 Aug 2023,daraz,negative
104194098,2,not so much good,05 Oct 2023,daraz,negative
104194098,1,oversized,29 Sep 2023,daraz,negative
129714922,1,"Fully disappointed, I bought shoe from daraz first time, and I were not aware of this type of scam. Selller just sent me used shoes. we can clearly see this shoe( in photo) is totally dirt. I shooted this photo just after opening box. I suggest u all never buy goods from this selller. 
now, I will never trust on these type of so called seller.",09 Nov 2024,daraz,negative
129714922,1,"where is another laces only one here, product is not complet here want to refund this product",11 Nov 2025,daraz,negative
129714922,1,maile 36 no ko order gareko yo pakat ni 39 ko shoes aako xa kina yesto laparbahi ho,27 Jan 2025,daraz,negative
129714922,1,Size doesnt fit & Refund also Rejected why i dont know  unsatisfied with seller,07 Mar 2026,daraz,negative
129714922,1,item is exchanged so please do sensible while packing order,22 Dec 2025,daraz,negative
129714922,1,im happy that i received the order and i loved it,20 Nov 2025,daraz,negative
129714922,2,I got size 39 instead of 40. Others are good.,19 Oct 2025,daraz,negative
129714922,1,lastai k kasai le ni na kine hunxa kam xoina,11 Jun 2025,daraz,negative
129714922,2,bad quality.,02 Jan 2026,daraz,negative
129714922,1,as a price this shoes good,24 Jul 2024,daraz,negative
129714922,1,Size 43 ko vana ko 42 ko aaya xa,16 May 2024,daraz,negative
129587674,2,the packaging and the appearance was really good but perfume is not that tempting or just bland same like rose water. i didn't like the smell at all.,02 Feb 2025,daraz,negative
129587674,1,wow it's smell is so good 😊 and safetly delivery in time . Thank uh,17 Oct 2025,daraz,negative
129587674,2,Jsjsjjsjsjsjsjdjdjdjdjdjfjfjfjcjcjcjcjcjcjc,27 Mar 2026,daraz,negative
129587674,1,Not worth it. Smell ramro chaina,27 Sep 2025,daraz,negative
129587674,1,over rated perfume...It smells like room freshener... packaging and looks wise its ok but smells very bad non lasting🤮,04 Jan 2026,daraz,negative
129587674,1,"it's a s**t the worst thing about it is they don't return it ..... although it was algeric to me .....do not buy it let me attach a vdo after 2 month of that product 
..",10 May 2026,daraz,negative
129587674,1,"very nice and cute bottle, loved it so much thank u🥰",23 Jan 2025,daraz,negative
129587674,1,Fragnance last for only while applying perfume,15 Sep 2025,daraz,negative
129587674,1,smell ramxo xaina ani ek ta kharab nai xa,06 Feb 2026,daraz,negative
178829251,1,Genuine review: Shoes was very low quality ani damaged ni cha and in both shoes daaag nai dagg plus khuileko jasto cha very very bad quality price range is good but quality anusar thik chaina if you’re thinking to buy this shoe then don’t buy. Invest in good shoes not on this low quality shoes. DO NOT BUY GUYSS,16 Oct 2025,daraz,negative
178829251,1,khatam quality . cmt hererw kineko kasailai arkai kasailai arkai saman dido raixan sayed . very bad quality yestai walw maile 750 ma kineko kotesor ma tyo naram thik thiyo tara yo kada nakada bekar,06 May 2026,daraz,negative
178829251,1,Malai chai yo jutta thik laina arko ley use gareko jutta molai delivery garne kasto ganai raha ya dekhi pani thah hunxa use gareko ho camera,19 Sep 2025,daraz,negative
178829251,2,hello my shoes have problem on size,27 Oct 2025,daraz,negative
178829251,1,sneakers order garako Nike xa ta,15 Nov 2025,daraz,negative
178829251,1,Worst quality fohor jutta theyo,09 Apr 2026,daraz,negative
126471027,2,dont buy it doesnt even last 5min,14 Aug 2024,daraz,negative
126471027,1,didn't like the fragrance,10 Jul 2024,daraz,negative
126471027,2,smells exactly like layerr wottagirl vanilla perfume which I used years back... so if you want same fragrance go for wottagirl cause its lesser in price .. this lasts long but is quite strong which gave me headache so well this one's really not my type,08 Aug 2023,daraz,negative
126471027,2,"Sorry to say this but i don't like the smell of this product. To sweet for my taste , I also asked my family they don't like the smell . It gives me headache",29 Jul 2024,daraz,negative
126471027,1,"450 this product price is in shop nd I paid for this 642 😬.,, feel regret now 😒",06 Dec 2024,daraz,negative
126471027,2,Its not so long lasting.. typical vannila  flavor mist.. i didnt like it much..,31 Dec 2024,daraz,negative
126471027,1,"Bottle matra same xa perfume pani jasto xa smell pani strong chemical 
 ko jasto aye raxa poisa matra gyo mero 🙄🙄",20 May 2024,daraz,negative
126471027,1,doesn’t last at all,18 Nov 2025,daraz,negative
126471027,2,Daraz version🙏,03 Dec 2024,daraz,negative
126471027,1,"let's be honest this smells nothing like vanilla and those who are sensitive to strong smell, you might wanna pass on this one it has hints of sweetness but the alcoholic smell overpowers everything",19 Sep 2023,daraz,negative
126471027,2,smell is OK but it doesn't last an hour and the bottle is small I really Don't like the price and quality,21 Sep 2023,daraz,negative
126471027,1,Smell kada xa vanilla ko malai manparena,05 Jan 2024,daraz,negative
126471027,1,quantity is not much as shown in the picture but nice fragrance...,03 Oct 2023,daraz,negative
127944977,1,kun colour vanako kun pathydako xa 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,30 Jan 2024,daraz,negative
127944977,1,i would like to return it or exchange it. Damage bhako bag ako cha. plus why does it smell? it smell like old ghee.,12 Oct 2023,daraz,negative
127944977,1,comes with toren bag,24 Aug 2024,daraz,negative
127944977,1,unsatisfied with product and delivary,08 Jun 2024,daraz,negative
127944977,1,Soche jasto rahena xa yll natw quality matw size kastoo sano baccha size ko rahexa bag photo ma dekhinu vanda tw,09 Jul 2025,daraz,negative
127944977,1,size vanako jati aayena. please update genuine product details while uploading products,27 Oct 2024,daraz,negative
127944977,1,"pic ma dekhako jasto chitikka pareko thiyena, so I returned it.",10 Feb 2025,daraz,negative
127944977,1,"Poor quality, kam xaina hai",27 Nov 2024,daraz,negative
127944977,2,"esko button haru sab niskido raixa  
use gardei gayesi afai niskido raxay",10 Apr 2024,daraz,negative
127944977,1,im not satisfied because jun saman ko pic xa tyo saman ..dedaina...jun saman ho tesaiko pic rakhna sallaha denxu...aru thikai chha...la haita,31 Dec 2023,daraz,negative
127944977,2,thekai xa,12 Nov 2024,daraz,negative
127944977,1,lutna sake lut,04 Dec 2023,daraz,negative
105140963,2,ok for the price but the sizes are confusing! i ordered small which is ok-ish on the body but quite long. make sure you you order correct sizes if you want to buy,3 weeks ago,daraz,negative
105140963,2,"vaneko Vanda sano size aayo 
42 ko order gareko 40 ko aayo..",15 Apr 2022,daraz,negative
105140963,1,cotton pani haina racha colour Pani different cha really disappointed 😞,10 Jul 2024,daraz,negative
105140963,2,Poor quality,21 Jul 2021,daraz,negative
105140963,1,they sent mixed size in one packet... very negligent,19 Jun 2024,daraz,negative
105140963,1,I messaged and specifically requested seller to send pink color tshirt instead of orange,30 Apr 2023,daraz,negative
105140963,1,👎👎👎👎,20 Jul 2021,daraz,negative
141400311,1,"seller is cheating 
showing a kind of shoes to attract customer and sending ragjin shoe 
very worst 
very bad 
please don't buy from this seller 
liar seller",19 Jun 2025,daraz,negative
141400311,1,khatam Raexa product not Expected.... 200 Rupiya ko ni jutta haina .... Bekkar xa waste of money .... not recommended,30 Nov 2025,daraz,negative
141400311,1,किनेको भोलिपल्ट नै उक्किएको रछ सस्तोको पछाडी नलागौ राम्रो बरु पसलमा गएर नि किनम,20 Feb 2026,daraz,negative
141400311,2,price Anusar Alikati low quality xa,09 Feb 2026,daraz,negative
141400311,1,almost good,28 Apr 2026,daraz,negative
141400311,1,"Photo ma dekhaye jasto chai xaina ..... Poor finishing .... ani quite discomfort...

but price anusar thikai ho...",23 Jul 2025,daraz,negative
141400311,2,dekhe jasto xaina vayana looks maa ramro Tara thik lagena,31 Jan 2026,daraz,negative
141400311,1,the product doesn't look like what is shown in the photo,12 Apr 2026,daraz,negative
141400311,1,kinya ko 2 din mai sole vachiyo kasai lay na kinu hola,05 Mar 2026,daraz,negative
141400311,2,shoe's 10/10 but no message reply form sotre,12 Jul 2025,daraz,negative
141400311,1,its not good quality as I had expected...,28 Apr 2025,daraz,negative
141400311,2,Quality is god but sole is compromised.,27 Aug 2025,daraz,negative
141400311,1,"Total scam, low quality!",06 Jan 2026,daraz,negative
110509329,2,2 mahina Mai bag ko condition yesto chha🤦‍♀️ sabai book copies halda bag le nathamne raichha.,17 Jun 2024,daraz,negative
110509329,1,Quality sab ramro thyo tara defective product parexa...,25 Nov 2022,daraz,negative
110509329,1,"wrost product ever i want my refunds😠😠
what is these carelessness daraz we donesnt expect this from you",16 Dec 2022,daraz,negative
110509329,1,quality is good but its torn.....,14 Oct 2022,daraz,negative
110509329,2,it's small and also used material is also bad for me,26 Apr 2024,daraz,negative
110509329,2,very good but not that much nice bcz it is so weak u should sew it nicely from now on we will not due to this problem,24 Sep 2025,daraz,negative
110509329,2,dui din bokne bittikai straps hru sab chuttiyo...  bag banaune ma lagera banayera lyaye... ahile feri kineko 1 month ma chain sab bigirisakeko chha... looks nice but very bad build up,16 Aug 2025,daraz,negative
110509329,2,"It is good .But The charging plot is missing . It is not as same as shown in video. . 
Be careful before buying it .",09 Sep 2022,daraz,negative
110509329,2,the deliver driver is very poor saturday pani open hunxa vanayra dhatxa ekcall phone uthaunna,06 Apr 2025,daraz,negative
110509329,2,"Thik thak xa teti dherai ramro ni xina
5 din ma nai print nikliyo🙃",03 Feb 2022,daraz,negative
110509329,1,bad quality and mathi KO print 2 mahina mai matyo,09 Feb 2022,daraz,negative
110509329,2,Its actually good but it is too small,29 Aug 2022,daraz,negative
110509329,1,dekhaune euta padaune arko,02 Aug 2022,daraz,negative
110509329,1,kasto narmaro ho photo ma aarkai lyauda aarkai Kati sano ho bag bani,25 Apr 2024,daraz,negative
110509329,1,kam xaina print uchekako xa,28 Nov 2025,daraz,negative
110509329,1,it's nit worthit,09 Sep 2025,daraz,negative
110509329,1,low quality,21 Aug 2024,daraz,negative
110509329,2,not worth it.,15 Sep 2024,daraz,negative
110509329,1,very Light and Thin material..Totally disappointed ..,21 Apr 2024,daraz,negative
110509329,2,"Average product 
not like shown",29 Jun 2024,daraz,negative
110509329,1,not good bag as shown on pic . its too small . iam not satisfied with this bag .,28 Dec 2023,daraz,negative
110509329,1,this is so bad product because this is toob small,15 Apr 2024,daraz,negative
110509329,1,the printed design colour is not good,06 May 2024,daraz,negative
110509329,1,worst to buy. cheater,18 May 2024,daraz,negative
110509329,1,hawa xa,30 Oct 2023,daraz,negative
128178488,1,Overall price is fair but yo k ho?  yesto ni pathaune ho ta pachadi blade le kateko ho ki sticker nikalnu bhako ho so disappointed paisa pay garesi ramro pathaune garnus na,07 Feb 2024,daraz,negative
128178488,1,khatam roixa ta quality ta yar yesto hawa shoes lai promote garyera basyeko xa,17 Dec 2023,daraz,negative
128178488,1,Product is ok but  the one i got is used,28 Nov 2023,daraz,negative
128178488,1,I am ordering 42 and they are sending me 39,24 Sep 2025,daraz,negative
128178488,2,socheko jastei chei Kailey aayenw daraz btw .return Garda garda wakka vaisakey .poisa desakey paxi alik ramroo hererw pathaunu ne,06 Feb 2024,daraz,negative
128178488,2,i think it’s good for wear but they don’t deliever the same shoes hope you were understand you don’t get image shoes you get different😅,22 Dec 2023,daraz,negative
128178488,1,very bad quality 😞,07 Feb 2025,daraz,negative
128178488,2,it is just a average shoe...you can find other better option in this price range,09 Feb 2024,daraz,negative
128178488,1,not that much good and packing was ko dumb i don't like it. shoes also scared🥺,27 Feb 2024,daraz,negative
128178488,1,waste,15 Nov 2024,daraz,negative
128178488,1,poor finishing 😞,11 Aug 2024,daraz,negative
128178488,1,worst product,14 Jun 2024,daraz,negative
128178488,1,it's good,26 Mar 2024,daraz,negative
129703913,1,2xoti dhudai chyatiyo xeu xeu mai...low quality tyasai poisa gayo...kasaile ni na linu hola yo shoes,23 Sep 2024,daraz,negative
129703913,2,"Lace ko color nei slightly different xa euta fohor jasto xa 
Ani jutta ma ni fohor lako xa paila lagako jastai.",05 Nov 2025,daraz,negative
129703913,1,"Disappointed with the Condition of the Shoes

I recently purchased a pair of these shoes, expecting them to arrive in new condition. Unfortunately, when I received them, the shoes were used and dirty. There were visible scuff marks, dirt on the soles, and even signs of wear inside the shoes. This was extremely disappointing, especially considering this and my expectations for quality.

I hope this is an isolated incident, but it has made me hesitant to order from this seller again.",29 Aug 2024,daraz,negative
129703913,1,"so disappointed ☹️ use gareko shoes pathaidinu vayo Kya purai maila, fohor xa tw🤷🏻‍♀️",03 Apr 2026,daraz,negative
129703913,2,The shoe is good for this price but it was dirty and stained inside. So I was unsatisfied with the product,05 Aug 2024,daraz,negative
129703913,1,"Shoes pathauda ekchoti check garnu vaya hune shoes agadhi design k ho purai tero mero cha 
ramro lagena",19 Jul 2024,daraz,negative
129703913,1,lako 4 din  mai juta ma vuwa auna thalyo rw yo juta lay lastai polxaa khuta ma,23 Jul 2024,daraz,negative
129703913,1,pink vanerw k pathayo koi Tara quality bbl xaa,03 Jul 2024,daraz,negative
129703913,1,Not comfortable,06 May 2026,daraz,negative
129703913,1,very very poor,13 Sep 2024,daraz,negative
129703913,1,👍 👌 okay nice onces,25 Jul 2024,daraz,negative
159723601,1,"huh! same shop review for the packaging of this product sent to another.

Anyways, don't know if it is carelessness of the seller or untruthfulness, however, the cap of the bottle is missing. please be alert and truthful. 
in simple words, विक्रेताको लापरवाहि !",11 Mar 2026,daraz,negative
159723601,1,"the cap is missing, carelessness from the seller. Either forgot the cap or just sent out a kinda tried sample. Please be cautious and truthful in work. Again, PLEASE!!",11 Mar 2026,daraz,negative
159723601,1,"what a thugg 
yara vanera a girl red heart perfume re.. worst experience",4 weeks ago,daraz,negative
159723601,1,I choose the random flavour and received the Black Asad. I don't like the smell at all. It so strong and gave me headache.,28 Oct 2025,daraz,negative
159723601,1,rendom garda 2khalko pathaunu hola autai pathayara hudina basna kasto xa kun ramero xa vanera chk garna lai random gareko hunxa autai pathaunu vayax,02 Dec 2025,daraz,negative
159723601,1,"I don't like it, it gives me a headache.",08 Oct 2025,daraz,negative
159723601,1,nahh eww I hate the smell cheap product,26 Mar 2026,daraz,negative
159723601,1,Ramrai xa long lasting chai xaina tara,26 Sep 2025,daraz,negative
159723601,1,These perfumes are fake don’t buy,11 Nov 2025,daraz,negative
159723601,2,smell was bit too strong for me,12 Nov 2025,daraz,negative
159723601,1,these perfumes are fake,11 Nov 2025,daraz,negative
159723601,2,not longasting .,04 May 2026,daraz,negative
124113060,1,"yehi timarkoo brown colour 40 number yehi ho 
i want return hai goru haru k magaxa k pathaxa k ko aatturi ho dhyan kaha xa seller ko",28 Oct 2024,daraz,negative
124113060,1,I ordered 41 Brown and received 42 black.,22 Sep 2024,daraz,negative
124113060,1,order 40 received 43.. why,07 Oct 2024,daraz,negative
124113060,1,"I got this part damaged. I think they intentionally send this kind of shoes which does not sell well in offline market. 

I tried to ask for replacement according to terms posted by daraz( item will be replaced if does not meet standard and expectation) both daraz and seller denied.

Seller told me that it was polishing defect and will go away after using shoe shiner. But unfortunately it didn't go away.",16 Jan 2024,daraz,negative
124113060,1,"42 order garya ko 40 size pathako xa 
delivery huna ni 10 days lagyo 😤😤😤😡😡",22 Nov 2023,daraz,negative
124113060,1,"Chelsea KO Vanera Docker pathaidiyo . 🤬
bad quality 😞",18 Oct 2023,daraz,negative
124113060,1,All is good👍,13 Oct 2023,daraz,negative
124113060,1,Order size 41 deliver 43. pack carefully . how to return,24 Sep 2024,daraz,negative
124113060,1,i have ordered 43 size and i got 41 what do i do now,22 Apr 2024,daraz,negative
124113060,1,"size ni vayena retrun garda ni nagaridinea 
west of money",09 Apr 2024,daraz,negative
124113060,2,"Chelsea ko leather shoes vanera playboy ko logo chha kura bujina, , yp photo ma dekhako jasto leather ni chhaina",05 Oct 2023,daraz,negative
124113060,1,Irresponsible seller..I have ordered 41 size but they sent me 42 size..,24 Dec 2023,daraz,negative
124113060,1,भनेको साईज भन्दा फरक साईज पठाको मा सन्तुस्ट छैन म,01 Feb 2024,daraz,negative
124113060,2,thikai cha. kaile kai useko lagi.,05 Jan 2024,daraz,negative
124113060,2,dui dinma sole ukhriyo waste of money,04 Jul 2023,daraz,negative
124113060,1,lamo jasto,19 Oct 2023,daraz,negative
129240859,1,this product is the worst product never buy it 😑🙄 my honest reply please don't buy it I wanna to return it,19 Feb 2024,daraz,negative
129240859,2,damaged products,08 Feb 2024,daraz,negative
129240859,1,"very disgusting 😡 
The product is too much different that is shown in pictures. In pictures lipsticks 💄 are big in size but in reality it's not. why??
I am not satisfied by the product 😔.",10 Jul 2024,daraz,negative
129240859,2,Honestly speaking..it's only travel friendly and I don't like its smell.,31 Jul 2024,daraz,negative
129240859,1,it’s like expectation vs reality it’s just tooo small what am i supposed to do that  and it’s not even matte .,20 Feb 2024,daraz,negative
129240859,2,the shade range are all similar to  eachothaer,06 Jul 2024,daraz,negative
129240859,1,good quality....👍👍,13 Jul 2024,daraz,negative
129240859,2,kati sano ho xya 🤦aaru haru ko kati thulo xa 🤷😪,22 Feb 2024,daraz,negative
129240859,1,thikai man parena sabai use vako jasto thiyo,25 Jan 2024,daraz,negative
129240859,2,product is looking good.but quality ok ok.,27 Jan 2024,daraz,negative
129240859,1,nice,04 May 2024,daraz,negative
129240859,2,Not so good according to me,06 Feb 2024,daraz,negative
129240859,1,this is really good,05 Feb 2024,daraz,negative
129240859,1,👍,22 Feb 2024,daraz,negative
361206028,1,"Malai chai thageko hoki k ho 
vans ko print hunxa banera 
aarkai ko print xa",16 Nov 2025,daraz,negative
361206028,2,logo wasn't same,27 Dec 2025,daraz,negative
361206028,2,shoe started to tear in just 2 months and i don't even wear this shoe much(once it got shoked in rain but that's it),04 Aug 2025,daraz,negative
361206028,2,after using for 2  weeks it tore apart from the front top  part of shoes,09 Dec 2025,daraz,negative
361206028,1,it's small on me .  the quality of shoes is ok,08 Jan 2026,daraz,negative
361206028,2,eakdin lagaudai ma muni ko bigryo,14 Nov 2025,daraz,negative
361206028,1,not good product as its price...,15 Jul 2025,daraz,negative
361206028,1,"worst shoes ever,disappointed 😔",22 Jan 2026,daraz,negative
361206028,1,price anusar tikae xa,12 Dec 2025,daraz,negative
361206028,1,"ok ok ok 
only ok",27 Dec 2025,daraz,negative
361206028,1,झुरेष्ट जुत्ता,17 Nov 2025,daraz,negative
100808319,1,could you please refund this material as it is damaged or something else and it's been only 1-3 days,11 Jun 2025,daraz,negative
100808319,2,"just got delivered ,Delivery time good , Bad packing, Did not get thewatch box . It came rolled up in a piece of cartboard , there are some scraches . The watch stops working sometime. Overall decent not good.",07 Dec 2025,daraz,negative
100808319,1,"Bad quality product. After wearing for only about 6 hours , the pin became lose and came right off my hand. 
Just reported and sending it tomorrow to get refund 😔.
very disappointed.",06 May 2025,daraz,negative
100808319,2,lyauna pa xaina khuski sakyo k vanni khaaaaii 😲,21 Sep 2025,daraz,negative
100808319,2,strap was so lose and week don't purchase plz,22 Sep 2025,daraz,negative
100808319,1,damage item received. hole  in the glass.,01 Jun 2025,daraz,negative
100808319,1,"2 pis order garda 1 pis pathauxa 
Hudaina vane stock out garnu Pardaina 😡
Order Kina lanxas ani linxas vane pathaudaunas Kina 😡",16 Sep 2025,daraz,negative
100808319,1,I purchased this product big mistake. please do not buy this watch. the dials were stickers. it is fake. very disappointed. the watch doesn't work now. It has already been more than one week.,20 Oct 2025,daraz,negative
100808319,1,It is little good . you post best photo but give another so that I am not satisfied,10 Feb 2026,daraz,negative
100808319,1,the glass was broken when receiving. I wish I could give 0 stars.,14 Nov 2021,daraz,negative
100808319,1,packageing  📦 was cheat quality and my watch screen broken,21 hours ago,daraz,negative
100808319,1,White ma order garya ta black ma ni pathae dera,15 Nov 2025,daraz,negative
100808319,1,Good but their are scratch in watch chain,24 Dec 2025,daraz,negative
100808319,2,payesi lagako lagayuni bitikai bigryo,06 Apr 2026,daraz,negative
100808319,2,not that good the chain was broken,25 Jul 2025,daraz,negative
100808319,2,price anusar chahi thikai ho,17 Sep 2025,daraz,negative
100808319,2,expectation vs reality😪,02 Dec 2025,daraz,negative
100808319,1,"low quality, not good..",09 Feb 2026,daraz,negative
100808319,2,poor packaging,02 Apr 2026,daraz,negative
100808319,1,Ramro xaina,06 Jul 2025,daraz,negative
128923525,2,"got my package safely thanks verygood and daraz.
anybody who wants to buy this perfume keep in mind that its not a mass pleasure scented perfume it has its own scent that some will like and some will won't only buy this buy you like musky woody",24 Nov 2025,daraz,negative
128923525,1,"the fragrance wasn't cool and nice, and another thing is that as per the price it might be cool but I don't find a good product at all the fragrance and freshness wasn't there after applying it and in context of long lasting, it wasn't not even two hrs it stick. so don't buy this product..",18 Mar 2026,daraz,negative
128923525,2,Its fragnence is headache for me now I am regretting my decision of buying it  not recommended,11 Dec 2024,daraz,negative
128923525,2,"soche jati long chai xaina
delevery ta 200 mtr vitra ni aaudaina...
daraz le delevery services chai halka wide garnu parxa form chitawan",25 May 2024,daraz,negative
128923525,1,"ramro chhaina.
perfume 1 hour pani tikdaina.
paisa thapera ramro linu hola.",23 Jun 2024,daraz,negative
128923525,1,"Not Good , 5 min pani tikdain",20 Mar 2026,daraz,negative
128923525,1,this fregnance not good overall,19 Aug 2024,daraz,negative
128923525,1,Not worth it!,26 Oct 2024,daraz,negative
128923525,1,not so good,21 Feb 2024,daraz,negative
109480433,1,i ordered capsule bag and fanny pack. I recieved capsule bag but did not get my get my fanny pack 😭😭😭 please deliver it or refund my money,27 Apr 2026,daraz,negative
164924158,1,dubai eutai colour parexa jhan msg ma no.pani deko thiya 😔😔😔 colour choose garna no. chai rakhne ani bhaneko no.wise napathaidine 🤔🤔msg ko response pani nagarne,17 Oct 2025,daraz,negative
164924158,2,this is not even the shade i ordered for i want an exchange and it isn't worth it according to the price truly disappointed,29 Dec 2024,daraz,negative
164924158,1,not good totally color different and don't look good I buy coral pink it's not good.,31 Jul 2025,daraz,negative
164924158,1,Ramro xaina ho 01 ta penting gare Ko jasto fusro x ho man parena 💔💔,22 Nov 2025,daraz,negative
164924158,1,It is like use already no sealpack ...I don't like it anymore,06 Aug 2025,daraz,negative
